OBJECTID,SN_ID,WBenUse
7426,12664.0-0-C-3900810,Agricultural
7427,12664.0-1-C-3900661,Agricultural
7428,12664.0-2-C-3900661,Agricultural
7429,12677.0-0-C-5100889,Agricultural
7430,12685.0-0-C-4100954,Agricultural
7431,12686.0-0-C-4100671,Agricultural
7432,12693.0-0-C-3601151,Agricultural
7433,12693.0-0-C-3800953,Agricultural
7434,1270,Domestic
7435,1270,Municipal
7436,12700.0-0-C-5700622,Agricultural
7437,12704.0-0-C-3700699,Agricultural
7438,12705.0-0-C-7000584,Agricultural
7439,12707.0-0-C-3400543,Agricultural
7440,12707.0-0-C-3800557,Agricultural
7441,12707.0-0-C-6800724,Agricultural
7442,1271,Other
7443,12712.0-0-C-7000580,Agricultural
7444,12716.0-0-C-7200722,Agricultural
7445,12716.0-0-C-7201540,Agricultural
7446,12717.0-0-C-4000779,Agricultural
7447,12724.0-0-C-4000932,Agricultural
7448,12724.0-0-C-4200503,Agricultural
7449,12724.0-0-C-4200507,Agricultural
7450,12724.0-0-C-4200510,Agricultural
7451,12724.0-0-C-4200513,Agricultural
7452,12724.0-0-C-4200528,Agricultural
7453,12724.0-0-C-4200529,Agricultural
7454,12724.0-0-C-4200530,Agricultural
7455,12724.0-0-C-4200536,Agricultural
7456,12724.0-0-C-4200545,Agricultural
7457,12725,Agricultural
7458,12725,Domestic
7459,12727.0-0-C-5300822,Agricultural
7460,12738.0-0-C-3700502,Agricultural
7461,12738.0-0-C-3701244,Agricultural
7462,12738.0-0-C-7000530,Agricultural
7463,12742,Domestic
7464,12743.0-0-C-4500616,Agricultural
7465,12744.0-0-C-4100560,Agricultural
7466,12753.0-0-C-6100506,Agricultural
7467,12753.0-0-C-6105009,Agricultural
7468,12754.0-0-C-4400589,Agricultural
7469,12755.0-0-C-4300816,Agricultural
7470,12756.0-0-C-4300948,Agricultural
7471,12756.0-0-C-4302633,Agricultural
7472,12765.0-0-C-6800511,Agricultural
7473,12765.0-0-C-6800704,Agricultural
7474,12768.0-0-C-4001558,Municipal
7475,12771,Domestic
7476,12773.0-0-C-5100863,Agricultural
7477,1278,Domestic
7478,12784.0-0-C-3100511,Agricultural
7479,12784.0-0-C-3100533,Agricultural
7480,12784.0-0-C-3100534,Agricultural
7481,12784.0-0-C-3100535,Agricultural
7482,12784.0-0-C-3805621,Domestic
7483,12784.0-0-C-5000627,Agricultural
7484,12784.0-0-C-5100697,Agricultural
7485,12784.0-0-C-5100764,Agricultural
7486,12784.0-0-C-5100806,Agricultural
7487,12784.0-0-C-5100815,Agricultural
7488,12784.0-0-C-6300534,Agricultural
7489,12784.0-0-C-6300535,Agricultural
7490,12784.0-0-C-6300536,Agricultural
7491,12784.0-0-C-6300537,Agricultural
7492,12797,Domestic
7493,128,Industrial
7494,128,Domestic
7495,12805.0-0-C-4000752,Agricultural
7496,12805.0-0-C-4000766,Agricultural
7497,12805.0-0-C-4000780,Agricultural
7498,12836.0-0-C-4100533,Agricultural
7499,12838.0-0-C-4500691,Agricultural
7500,12838.0-0-C-4500980,Agricultural
7501,1284,Domestic
7502,12844.0-0-C-4000710,Agricultural
7503,12844.0-0-C-4400656,Agricultural
7504,12844.0-0-C-4500638,Agricultural
7505,12851.0-0-C-4100515,Agricultural
7506,12851.0-0-C-4300842,Agricultural
7507,12858.0-0-C-3900719,Municipal
7508,12858.0-0-C-3900873,Municipal
7509,12858.0-0-C-3900911,Municipal
7510,12858.0-0-C-3901023,Municipal
7511,12858.0-0-C-3901066,Agricultural
7512,12858.0-0-C-4501116,Municipal
7513,12859,Domestic
7514,12862.0-0-C-6100517,Agricultural
7515,12863.0-0-C-5300702,Agricultural
7516,12863.0-0-C-7000529,Agricultural
7517,12863.0-0-C-7000605,Agricultural
7518,12863.0-0-C-7000606,Agricultural
7519,12863.0-0-C-7000607,Agricultural
7520,12863.0-0-C-7000608,Agricultural
7521,12863.0-0-C-7000609,Agricultural
7522,12863.0-0-C-7000610,Agricultural
7523,12866.0-0-C-3806533,Agricultural
7524,12866.0-0-C-3806771,Agricultural
7525,12866.0-0-C-3806772,Agricultural
7526,12866.0-0-C-3806773,Agricultural
7527,12866.0-0-C-3806774,Agricultural
7528,12866.0-0-C-3806775,Agricultural
7529,12866.0-0-C-3806776,Agricultural
7530,12866.0-0-C-3806777,Agricultural
7531,12866.0-0-C-3806778,Agricultural
7532,12866.0-0-C-3806779,Agricultural
7533,12866.0-0-C-3806780,Agricultural
7534,12866.0-0-C-3806781,Agricultural
7535,12866.0-0-C-3806782,Agricultural
7536,12866.0-0-C-3806783,Agricultural
7537,12866.0-0-C-3806784,Agricultural
7538,12868.0-0-C-3801015,Agricultural
7539,12869.0-0-C-5300528,Agricultural
7540,12870,Domestic
7541,12870.0-0-C-3800528,Agricultural
7542,12870.0-0-C-3806495,Agricultural
7543,12873.0-0-C-3800516,Agricultural
7544,12874.0-0-C-4100712,Agricultural
7545,12874.0-0-C-7300507,Municipal
7546,12874.0-0-C-7800545,Agricultural
7547,12875.0-0-C-3000543,Agricultural
7548,12875.0-0-C-4300923,Agricultural
7549,12875.0-0-C-4300935,Agricultural
7550,12875.0-0-C-6800526,Agricultural
7551,12875.0-0-C-6800609,Agricultural
7552,12875.0-1-C-3800860,Agricultural
7553,12875.0-1-C-3801027,Agricultural
7554,12875.0-1-C-3900661,Agricultural
7555,12875.0-2-C-3700823,Agricultural
7556,12875.0-2-C-3800616,Agricultural
7557,12875.0-2-C-3900661,Agricultural
7558,12875.0-4-C-3800523,Agricultural
7559,12875.0-4-C-3800860,Agricultural
7560,12875.0-4-C-3805449,Agricultural
7561,12876.0-0-C-4000759,Agricultural
7562,1288,Domestic
7563,12880.0-0-C-4100503,Agricultural
7564,12881.0-0-C-4000758,Agricultural
7565,12882.0-0-C-4300767,Agricultural
7566,12884.0-0-C-2900582,Agricultural
7567,12884.0-0-C-4300849,Agricultural
7568,12889.0-0-C-3701105,Agricultural
7569,12889.0-0-C-3701346,Agricultural
7570,12889.0-0-C-3800798,Agricultural
7571,12889.0-0-C-3801126,Agricultural
7572,12889.0-0-C-3801127,Agricultural
7573,12889.0-0-C-3801669,Agricultural
7574,12889.0-0-C-3900574,Other
7575,12889.0-1-C-3900585,Agricultural
7576,12889.0-1-C-3905634,Agricultural
7577,12889.0-1-C-3905635,Agricultural
7578,12889.0-1-C-3905636,Agricultural
7579,12889.0-1-C-3905637,Agricultural
7580,12889.0-1-C-5300518,Agricultural
7581,12889.0-2-C-3900574,Agricultural
7582,12889.0-2-C-5300596,Agricultural
7583,12889.0-3-C-5300745,Agricultural
7584,12890.0-0-C-3900569,Agricultural
7585,12892.0-0-C-3800575,Agricultural
7586,12894.0-2-C-3801082,Agricultural
7587,129,Domestic
7588,129,Industrial
7589,1290,Agricultural
7590,1290,Domestic
7591,12902.0-0-C-4500550,Agricultural
7592,12904.0-0-C-3700618,Agricultural
7593,12904.0-0-C-3701277,Agricultural
7594,12904.0-0-C-3800685,Agricultural
7595,12904.0-0-C-3801522,Agricultural
7596,12904.0-0-C-5000536,Agricultural
7597,12904.0-0-C-5000585,Agricultural
7598,12904.0-0-C-5300820,Agricultural
7599,12904.0-0-C-5800725,Agricultural
7600,12904.0-0-C-5900721,Agricultural
7601,12904.0-0-C-5900722,Agricultural
7602,12905.0-0-C-3001000,Municipal
7603,12905.0-0-C-3600623,Agricultural
7604,12905.0-0-C-3600704,Agricultural
7605,12905.0-0-C-3600706,Agricultural
7606,12905.0-0-C-3600766,Agricultural
7607,12905.0-0-C-3800770,Agricultural
7608,12905.0-0-C-3801866,Agricultural
7609,12905.0-0-C-4200504,Agricultural
7610,12905.0-0-C-4400521,Agricultural
7611,12905.0-0-C-4500710,Agricultural
7612,12905.0-0-C-6200525,Agricultural
7613,12905.0-0-C-6800543,Agricultural
7614,12905.0-0-C-6800653,Agricultural
7615,12905.0-0-C-6800680,Agricultural
7616,12905.0-0-C-7200605,Agricultural
7617,12909.0-0-C-4300706,Agricultural
7618,12912.0-1-C-3801094,Agricultural
7619,12912.0-2-C-3801050,Agricultural
7620,12915,Domestic
7621,12918.0-0-C-4400724,Agricultural
7622,12919.0-0-C-3001012,Agricultural
7623,12919.0-0-C-3001210,Agricultural
7624,12919.0-0-C-3400531,Agricultural
7625,12919.0-0-C-3400543,Agricultural
7626,12919.0-0-C-3400554,Agricultural
7627,12919.0-0-C-4300578,Agricultural
7628,12919.0-0-C-4300579,Agricultural
7629,12919.0-0-C-4300759,Agricultural
7630,12919.0-0-C-4300969,Agricultural
7631,12919.0-0-C-4500584,Agricultural
7632,12919.0-0-C-7000551,Agricultural
7633,12919.0-1-C-5300825,Agricultural
7634,12919.0-2-C-5300762,Agricultural
7635,12921.0-0-C-4500810,Agricultural
7636,12924.0-0-C-3801921,Agricultural
7637,12924.0-0-C-4400631,Agricultural
7638,12924.0-0-C-4400632,Agricultural
7639,12924.0-0-C-4402212,Agricultural
7640,12924.0-0-C-5900676,Agricultural
7641,12924.0-0-C-5901052,Agricultural
7642,12926.0-0-C-3300502,Agricultural
7643,12930.0-0-C-4300815,Agricultural
7644,12934.0-0-C-3600569,Agricultural
7645,12935.0-0-C-2800666,Agricultural
7646,12935.0-1-C-5000666,Agricultural
7647,12935.0-1-C-5000772,Agricultural
7648,12935.0-2-C-4500845,Agricultural
7649,12936.0-0-C-3600660,Agricultural
7650,12936.0-0-C-4300866,Agricultural
7651,12936.0-0-C-4300919,Agricultural
7652,12936.0-0-C-4500514,Agricultural
7653,12936.0-0-C-5400549,Agricultural
7654,12936.0-0-C-5400568,Agricultural
7655,12936.0-0-C-5800873,Agricultural
7656,12936.0-0-C-7000504,Agricultural
7657,12936.0-0-C-7000516,Agricultural
7658,12936.0-0-C-7000517,Agricultural
7659,12936.0-0-C-7000526,Agricultural
7660,12936.0-0-C-7000542,Agricultural
7661,12936.0-0-C-7000544,Agricultural
7662,12936.0-0-C-7000555,Agricultural
7663,12936.0-0-C-7000567,Agricultural
7664,12936.0-0-C-7100572,Agricultural
7665,12937.0-0-C-5800809,Agricultural
7666,12937.0-0-C-5801710,Agricultural
7667,12949.0-0-C-5800944,Agricultural
7668,12949.0-0-C-5802177,Agricultural
7669,12950.0-0-C-3600507,Agricultural
7670,12950.0-0-C-4300773,Agricultural
7671,12950.0-0-C-4300861,Agricultural
7672,12950.0-0-C-5000574,Agricultural
7673,12950.0-2-C-3801148,Agricultural
7674,12950.0-2-C-3801867,Agricultural
7675,12951.0-0-C-3800858,Agricultural
7676,12952.0-0-C-5800676,Agricultural
7677,12955.0-0-C-3700596,Agricultural
7678,12955.0-0-C-3700761,Agricultural
7679,12955.0-0-C-3700884,Agricultural
7680,12955.0-0-C-7000572,Agricultural
7681,12955.0-1-C-3801014,Agricultural
7682,12955.0-1-C-5100864,Agricultural
7683,12955.0-2-C-3801242,Agricultural
7684,12955.0-2-C-5100696,Agricultural
7685,12956.0-0-C-5300701,Agricultural
7686,1296,Other
7687,12960.0-0-C-5400595,Agricultural
7688,12964.0-0-C-5300510,Agricultural
7689,12965.0-0-C-3600759,Agricultural
7690,12965.0-0-C-5300790,Agricultural
7691,12965.0-0-C-5901135,Agricultural
7692,12966.0-0-C-3817100,Other
7693,12966.0-0-C-3900567,Agricultural
7694,12966.0-0-C-5200607,Agricultural
7695,12967,Domestic
7696,12967,Agricultural
7697,129679,Domestic
7698,12975.0-0-C-3400576,Agricultural
7699,12976.0-0-C-5300826,Agricultural
7700,12980.0-0-C-3400532,Agricultural
7701,12980.0-0-C-3800880,Agricultural
7702,12980.0-0-C-3801633,Agricultural
7703,12985.0-0-C-3800568,Agricultural
7704,12990.0-0-C-5100701,Agricultural
7705,12993.0-0-C-4500793,Agricultural
7706,12996.0-0-C-3800879,Agricultural
7707,12996.0-0-C-5100588,Agricultural
7708,12997.0-0-C-6800756,Agricultural
7709,12997.0-0-C-6800767,Agricultural
7710,12998.0-0-C-4500632,Agricultural
7711,13,Domestic
7712,130,Domestic
7713,130,Other
7714,13007.0-0-C-4200536,Agricultural
7715,13007.0-0-C-4200545,Agricultural
7716,13007.0-0-C-4200549,Agricultural
7717,1301,Domestic
7718,13010.0-0-C-4500790,Agricultural
7719,13011.0-0-C-3600764,Agricultural
7720,13011.0-0-C-3600966,Agricultural
7721,13011.0-0-C-4300524,Agricultural
7722,13011.0-0-C-5300566,Agricultural
7723,13011.0-0-C-5300726,Agricultural
7724,13019.0-0-C-6100517,Agricultural
7725,13028.0-0-A-5100704,Agricultural
7726,13028.0-0-A-5101404,Agricultural
7727,13028.0-0-C-3700561,Agricultural
7728,13028.0-0-C-4300820,Agricultural
7729,13028.0-0-C-5100704,Agricultural
7730,13028.0-0-C-5101404,Agricultural
7731,13030.0-0-C-7200649,Agricultural
7732,13032.0-0-C-4500641,Agricultural
7733,13032.0-1-C-4500796,Agricultural
7734,13032.0-2-C-4500691,Agricultural
7735,13037.0-0-C-3800879,Agricultural
7736,13042.0-0-C-3400576,Agricultural
7737,13042.0-0-C-6200713,Agricultural
7738,13042.0-0-C-6200741,Agricultural
7739,13042.0-1-C-3801074,Agricultural
7740,13042.0-2-C-3800894,Agricultural
7741,13047.0-0-C-4300578,Agricultural
7742,13047.0-0-C-5100862,Agricultural
7743,1305,Domestic
7744,13058.0-0-C-5800714,Agricultural
7745,13058.0-0-C-6000520,Agricultural
7746,13058.0-0-C-6000831,Agricultural
7747,13059.0-0-C-6000670,Agricultural
7748,13060.0-0-C-3700841,Agricultural
7749,13065.0-0-C-4500633,Agricultural
7750,13071,Other
7751,13072.0-0-C-4500725,Agricultural
7752,13075.0-0-C-5400515,Agricultural
7753,13076.0-0-C-4000500,Agricultural
7754,13077.0-0-C-4500800,Agricultural
7755,13077.0-0-C-5800763,Agricultural
7756,13082.0-0-C-4500592,Agricultural
7757,13083.0-0-C-4000528,Agricultural
7758,13083.0-0-C-4000544,Agricultural
7759,13083.0-0-C-5000582,Agricultural
7760,13084.0-0-C-4000528,Agricultural
7761,13089.0-0-C-4400509,Agricultural
7762,1309,Domestic
7763,1309,Recreation
7764,13090.0-0-C-3805986,Agricultural
7765,13090.0-0-C-3805987,Agricultural
7766,13090.0-0-C-3805988,Agricultural
7767,13090.0-0-C-3805989,Agricultural
7768,13090.0-0-C-3805994,Agricultural
7769,13090.0-0-C-3805995,Agricultural
7770,13090.0-0-C-3806000,Agricultural
7771,13090.0-0-C-3806771,Agricultural
7772,13090.0-0-C-3806772,Agricultural
7773,13090.0-0-C-3806773,Agricultural
7774,13090.0-0-C-3806774,Agricultural
7775,13090.0-0-C-3806775,Agricultural
7776,13090.0-0-C-3806776,Agricultural
7777,13090.0-0-C-3806777,Agricultural
7778,13090.0-0-C-3806778,Agricultural
7779,13090.0-0-C-3806779,Agricultural
7780,13090.0-0-C-3806780,Agricultural
7781,13090.0-0-C-3806781,Agricultural
7782,13090.0-0-C-3806782,Agricultural
7783,13090.0-0-C-3806783,Agricultural
7784,13090.0-0-C-3806784,Agricultural
7785,13102.0-0-C-4200510,Agricultural
7786,13102.0-0-C-7000502,Agricultural
7787,13102.0-0-C-7000596,Agricultural
7788,13102.0-0-C-7000597,Agricultural
7789,13102.0-0-C-7000638,Agricultural
7790,13112.0-0-C-4000754,Agricultural
7791,13113.0-0-C-4500732,Agricultural
7792,13113.0-0-C-7104675,Agricultural
7793,13113.0-0-C-7104676,Agricultural
7794,13118.0-0-C-4505040,Domestic
7795,13119.0-0-C-4000923,Agricultural
7796,13120.0-0-C-4000757,Agricultural
7797,13121.0-0-C-4200507,Agricultural
7798,13129.0-0-C-7200580,Agricultural
7799,13141.0-0-C-4000632,Agricultural
7800,13149.0-0-C-2800599,Agricultural
7801,13149.0-0-C-2800709,Agricultural
7802,13149.0-0-C-7205043,Domestic
7803,13149.0-0-C-7205123,Domestic
7804,13149.0-1-C-5100697,Agricultural
7805,13149.0-2-C-5100509,Agricultural
7806,13162.0-0-C-7200580,Agricultural
7807,13181.0-0-C-3900635,Agricultural
7808,13181.0-0-C-4500658,Agricultural
7809,13188,Agricultural
7810,13188,Domestic
7811,13189.0-0-C-4100517,Agricultural
7812,13190.0-0-C-7000505,Agricultural
7813,13190.0-0-C-7000527,Agricultural
7814,13190.0-0-C-7000614,Agricultural
7815,13190.0-0-C-7000615,Agricultural
7816,13190.0-0-C-7000616,Agricultural
7817,13190.0-0-C-7000617,Agricultural
7818,13191.0-0-C-7000505,Agricultural
7819,13191.0-0-C-7000614,Agricultural
7820,13191.0-0-C-7000615,Agricultural
7821,13191.0-0-C-7000616,Agricultural
7822,13191.0-0-C-7000617,Agricultural
7823,13195.0-0-C-3900990,Agricultural
7824,13195.0-0-C-7000584,Agricultural
7825,132,Other
7826,1320,Other
7827,1320,Agricultural
7828,13209.0-0-C-3000551,Agricultural
7829,13209.0-0-C-3801969,Agricultural
7830,13209.0-0-C-3801970,Agricultural
7831,13209.0-0-C-3900646,Agricultural
7832,1321,Other
7833,1321,Recreation
7834,13213,Other
7835,13213,Domestic
7836,13222.0-0-C-4500797,Agricultural
7837,13223.0-0-C-3900618,Agricultural
7838,13223.0-0-C-3900825,Agricultural
7839,13223.0-0-C-4500712,Agricultural
7840,13223.0-0-C-5300508,Agricultural
7841,13223.0-0-C-5300526,Agricultural
7842,13223.0-0-C-7000580,Agricultural
7843,13228.0-0-C-4300683,Agricultural
7844,13228.0-0-C-4302611,Agricultural
7845,13228.0-0-C-4302612,Agricultural
7846,13228.0-0-C-4302613,Agricultural
7847,13228.0-0-C-4302614,Agricultural
7848,13228.0-0-C-4302615,Agricultural
7849,13228.0-0-C-4302616,Agricultural
7850,13228.0-2-C-4500845,Agricultural
7851,13228.0-2-C-5000572,Agricultural
7852,13233.0-0-C-3806495,Agricultural
7853,13234.0-0-C-4200536,Agricultural
7854,13234.0-0-C-4200545,Agricultural
7855,13234.0-0-C-4200549,Agricultural
7856,13234.0-0-C-4500675,Agricultural
7857,13236.0-0-C-7000501,Agricultural
7858,13236.0-0-C-7000605,Agricultural
7859,13236.0-0-C-7000606,Agricultural
7860,13236.0-0-C-7000607,Agricultural
7861,13236.0-0-C-7000608,Agricultural
7862,13236.0-0-C-7000609,Agricultural
7863,13236.0-0-C-7000610,Agricultural
7864,13238.0-0-C-3800616,Agricultural
7865,13240.0-0-C-5300573,Agricultural
7866,13240.0-0-C-7201569,Agricultural
7867,13240.0-0-C-7700555,Agricultural
7868,13241.0-0-C-6800520,Agricultural
7869,13244.0-0-C-4300769,Agricultural
7870,13245.0-0-C-4401108,Agricultural
7871,13247.0-0-C-4000848,Agricultural
7872,13247.0-1-C-5000509,Agricultural
7873,13248.0-0-C-7000521,Agricultural
7874,13249.0-0-C-4400500,Agricultural
7875,13249.0-0-C-4400687,Agricultural
7876,13249.0-0-C-4400819,Agricultural
7877,13249.0-0-C-4500790,Agricultural
7878,13251.0-0-C-7000536,Agricultural
7879,13251.0-0-C-7000575,Agricultural
7880,13254.0-0-C-4000630,Agricultural
7881,13254.0-0-C-4100525,Agricultural
7882,13254.0-2-C-3800637,Agricultural
7883,13254.0-2-C-3800683,Agricultural
7884,13254.0-2-C-3801177,Agricultural
7885,13255.0-0-C-4000586,Agricultural
7886,13255.0-0-C-5400583,Agricultural
7887,13255.0-0-C-7000504,Agricultural
7888,13255.0-0-C-7000516,Agricultural
7889,13255.0-0-C-7000517,Agricultural
7890,13255.0-0-C-7000526,Agricultural
7891,13255.0-0-C-7000542,Agricultural
7892,13255.0-0-C-7000544,Agricultural
7893,13255.0-0-C-7000555,Agricultural
7894,13255.0-0-C-7000556,Agricultural
7895,13255.0-0-C-7000567,Agricultural
7896,13260.0-0-C-5000585,Agricultural
7897,13262.0-0-C-3801541,Agricultural
7898,13262.0-0-C-4500764,Agricultural
7899,13264.0-1-C-3800830,Agricultural
7900,13264.0-2-C-3800691,Agricultural
7901,13264.0-2-C-3801522,Agricultural
7902,13269.0-0-C-4000742,Agricultural
7903,13270.0-0-C-3801646,Agricultural
7904,13270.0-0-C-3900616,Agricultural
7905,13270.0-0-C-4300694,Agricultural
7906,13270.0-0-C-4300935,Agricultural
7907,13270.0-0-C-4300948,Agricultural
7908,13270.0-0-C-4301018,Agricultural
7909,13270.0-0-C-4302633,Agricultural
7910,13270.0-0-C-4400660,Agricultural
7911,13270.0-0-C-4500685,Agricultural
7912,13270.0-0-C-5200520,Agricultural
7913,13270.0-0-C-6800684,Agricultural
7914,13270.0-1-C-5300605,Agricultural
7915,13270.0-2-C-5300546,Agricultural
7916,13271.0-0-C-5800829,Agricultural
7917,13271.0-0-C-5801962,Agricultural
7918,13272.0-0-C-3800753,Agricultural
7919,13274.0-0-C-3800516,Agricultural
7920,13274.0-0-C-4300948,Agricultural
7921,13274.0-0-C-4301092,Agricultural
7922,13274.0-0-C-4302633,Agricultural
7923,13275.0-0-C-2900622,Agricultural
7924,13277.0-0-C-5300791,Agricultural
7925,13279.0-0-C-4300843,Agricultural
7926,13279.0-0-C-5800634,Agricultural
7927,13279.0-0-C-7800539,Agricultural
7928,1328,Municipal
7929,1328,Domestic
7930,13280.0-0-C-7000530,Agricultural
7931,13282.0-0-C-3600540,Agricultural
7932,13282.0-0-C-3600591,Agricultural
7933,13283.0-0-C-4500772,Agricultural
7934,13284.0-0-C-3001831,Agricultural
7935,13284.0-0-C-3006156,Commercial
7936,13284.0-0-C-3400532,Agricultural
7937,13284.0-0-C-3400560,Agricultural
7938,13284.0-0-C-3400576,Agricultural
7939,13284.0-0-C-3801268,Agricultural
7940,13284.0-0-C-4500558,Agricultural
7941,13284.0-0-C-5200587,Agricultural
7942,13284.0-0-C-5300501,Agricultural
7943,13284.0-0-C-5700511,Agricultural
7944,13284.0-0-C-5800533,Agricultural
7945,13284.0-0-C-6200791,Agricultural
7946,13284.0-0-C-7200581,Agricultural
7947,13284.0-0-C-7200834,Agricultural
7948,13284.0-1-C-3900617,Agricultural
7949,13284.0-3-C-3800822,Agricultural
7950,13285.0-0-C-3800672,Agricultural
7951,13285.0-0-C-3900574,Agricultural
7952,13285.0-0-C-3900805,Agricultural
7953,13285.0-0-C-3900990,Agricultural
7954,13285.0-0-C-4300511,Agricultural
7955,13286.0-0-C-3900585,Agricultural
7956,13289.0-0-C-3001146,Agricultural
7957,13289.0-0-C-5300540,Agricultural
7958,13289.0-0-C-7800566,Agricultural
7959,1329,Domestic
7960,13294.0-0-C-3800858,Agricultural
7961,13296.0-0-C-4300580,Agricultural
7962,13300.0-1-C-5000539,Agricultural
7963,13300.0-2-C-5000638,Agricultural
7964,13301.0-0-C-3600507,Agricultural
7965,13301.0-0-C-4300986,Agricultural
7966,13301.0-0-C-4500511,Agricultural
7967,13301.0-0-C-5100817,Agricultural
7968,13301.0-0-C-5900503,Agricultural
7969,13301.0-0-C-5900691,Agricultural
7970,13301.0-0-C-6200602,Agricultural
7971,13301.0-1-C-3801014,Agricultural
7972,13301.0-1-C-3801036,Agricultural
7973,13301.0-2-C-3800587,Agricultural
7974,13301.0-3-C-3800781,Agricultural
7975,13302.0-0-C-3800575,Agricultural
7976,13302.0-0-C-4500694,Agricultural
7977,13305.0-0-C-7000516,Agricultural
7978,13305.0-1-C-3800742,Agricultural
7979,13305.0-2-C-3801242,Agricultural
7980,13305.0-3-C-3800666,Agricultural
7981,13308.0-0-C-7000521,Agricultural
7982,13310.0-0-C-5300741,Agricultural
7983,13310.0-0-C-5400507,Agricultural
7984,13314.0-0-C-5802592,Agricultural
7985,13315.0-0-C-3400554,Agricultural
7986,13315.0-0-C-3400576,Agricultural
7987,13315.0-0-C-3705643,Other
7988,13315.0-0-C-3800594,Agricultural
7989,13315.0-0-C-5100564,Agricultural
7990,13315.0-0-C-5300537,Agricultural
7991,13316.0-0-C-5800691,Agricultural
7992,13320.0-0-C-4300870,Agricultural
7993,13320.0-0-C-4500549,Agricultural
7994,13323.0-0-C-5900524,Agricultural
7995,13323.0-0-C-5900591,Agricultural
7996,13323.0-0-C-5901041,Agricultural
7997,13325.0-0-C-6800647,Agricultural
7998,13325.0-0-C-6800729,Agricultural
