OBJECTID,SN_ID,WBenUse
65015,51499.330239999996-0-C-7005136,StockWatering
65016,51499.330239999996-0-C-7005137,StockWatering
65017,51499.330239999996-0-C-7005138,StockWatering
65018,51499.330239999996-0-C-7005140,StockWatering
65019,51499.330239999996-0-C-7005141,StockWatering
65020,51499.330239999996-0-C-7005144,StockWatering
65021,51499.330239999996-0-C-7005145,StockWatering
65022,51499.345389999995-0-C-7005251,StockWatering
65023,51499.35063-0-C-5901477,Domestic
65024,51499.35624-0-C-5801697,StockWatering
65025,51499.35945-0-C-2900565,Agricultural
65026,51499.3704-0-C-4002514,Domestic
65027,51499.38807-0-C-4105117,StockWatering
65028,51499.38807-0-C-4105118,StockWatering
65029,51499.39233-0-C-7201584,Agricultural
65030,51499.39233-0-C-7201585,Agricultural
65031,51499.39233-0-C-7203946,Agricultural
65032,51499.40688-0-C-5300578,Agricultural
65033,51499.410280000004-0-C-5301168,Agricultural
65034,51499.421539999996-0-C-4100988,Agricultural
65035,51499.421539999996-0-C-4101131,Agricultural
65036,51499.42368-0-C-3200846,Agricultural
65037,51499.42368-0-C-3605409,Domestic
65038,51499.424889999995-0-C-3800521,Agricultural
65039,51499.424889999995-0-C-3801861,Agricultural
65040,51499.424889999995-0-C-3801862,Agricultural
65041,51499.43047-0-C-4301799,StockWatering
65042,51499.430980000005-0-C-4002563,Agricultural
65043,51499.432960000006-0-A-6003790,StockWatering
65044,51499.432960000006-0-A-6003791,StockWatering
65045,51499.432960000006-0-A-6003792,StockWatering
65046,51499.433580000004-0-A-6003792,StockWatering
65047,51499.4456-0-C-4002530,Agricultural
65048,51499.4602-0-A-4003723,StockWatering
65049,51499.4602-0-A-4003724,StockWatering
65050,51499.46173-0-C-5701066,StockWatering
65051,51499.46462-0-C-6201898,StockWatering
65052,51499.46978-0-C-5701016,StockWatering
65053,51499.472389999995-0-C-4100981,Other
65054,51499.47268-0-C-4401279,StockWatering
65055,51499.481210000005-0-C-4401280,StockWatering
65056,51499.48347-0-C-3800948,Agricultural
65057,51499.48364-0-C-7201572,Agricultural
65058,51499.48364-0-C-7201573,Agricultural
65059,51499.48406-0-C-4002332,Domestic
65060,51499.484560000004-0-C-5801669,Agricultural
65061,51499.4856-0-C-3806428,Domestic
65062,51499.48728-0-C-6001531,Agricultural
65063,51499.48943-0-C-5901288,Domestic
65064,51499.495039999994-0-C-5805056,Domestic
65065,51499.49589-0-C-7201584,Agricultural
65066,51499.49589-0-C-7201585,Agricultural
65067,51499.49946-0-C-5801701,StockWatering
65068,51499.49946-0-C-5801704,StockWatering
65069,51499.50038-0-A-5304044,Other
65070,51499.50038-0-A-5304045,Other
65071,51499.50038-0-A-5304046,Other
65072,51499.50038-0-A-5304047,Other
65073,51499.50038-0-A-5304048,Other
65074,51499.50038-0-A-5304049,Other
65075,51499.50038-0-A-5304050,Other
65076,51499.50038-0-A-5304051,Other
65077,51499.50038-0-A-5304052,Other
65078,51499.50038-0-A-5304053,Other
65079,51499.50038-0-A-5304054,Other
65080,51499.50038-0-A-5304055,Other
65081,51499.5019-0-C-3901059,Agricultural
65082,51499.503130000005-0-C-6800926,StockWatering
65083,51499.503130000005-0-C-6800938,StockWatering
65084,51499.503430000004-0-C-5801667,Domestic
65085,51499.505860000005-0-C-5801668,Domestic
65086,51499.50593-0-C-5801683,Agricultural
65087,51499.506480000004-0-A-5903866,Agricultural
65088,51499.50753-0-C-3806509,Domestic
65089,51499.50838-0-C-7205335,StockWatering
65090,51499.50838-0-C-7205336,StockWatering
65091,51499.50838-0-C-7205337,StockWatering
65092,51499.5086-0-C-4301831,StockWatering
65093,51499.509210000004-0-C-4401275,Agricultural
65094,51499.509210000004-0-C-4402330,Agricultural
65095,51499.509210000004-0-C-4402334,Agricultural
65096,51499.50951-0-C-4301306,Agricultural
65097,51499.51013-0-C-5801685,Agricultural
65098,51499.51027-0-C-6001742,Agricultural
65099,51499.51043-0-A-5603552,StockWatering
65100,51499.510460000005-0-A-5603553,StockWatering
65101,51499.51049-0-A-5603554,StockWatering
65102,51499.51053-0-A-5603555,StockWatering
65103,51499.51057-0-A-5603556,StockWatering
65104,51499.51068-0-A-5603564,StockWatering
65105,51499.51071-0-A-5603565,StockWatering
65106,51499.51073-0-A-5603566,StockWatering
65107,51499.51073-0-C-4401369,StockWatering
65108,51499.51075-0-A-5603567,StockWatering
65109,51499.51088-0-C-3705104,Agricultural
65110,51499.51135-0-C-5801680,StockWatering
65111,51499.51135-0-C-5801681,StockWatering
65112,51499.51176-0-A-5603557,StockWatering
65113,51499.51194-0-C-4100985,Agricultural
65114,51499.51255-0-C-4002553,StockWatering
65115,51499.51255-0-C-4002554,StockWatering
65116,51499.51255-0-C-4002555,StockWatering
65117,51499.51255-0-C-4002556,StockWatering
65118,51499.512839999996-0-C-3200878,Agricultural
65119,51499.51286-0-C-3901060,Agricultural
65120,51499.51286-0-C-6001584,StockWatering
65121,51499.51287-0-A-5603563,StockWatering
65122,51499.5129-0-A-5603562,StockWatering
65123,51499.512930000004-0-A-5603561,StockWatering
65124,51499.51296-0-A-5603560,StockWatering
65125,51499.513-0-A-5603559,StockWatering
65126,51499.51305-0-A-5603558,StockWatering
65127,51499.51316-0-C-5801666,StockWatering
65128,51499.51316-0-C-5801671,StockWatering
65129,51499.513289999995-0-A-6803693,Agricultural
65130,51499.513380000004-0-C-4505293,Agricultural
65131,51499.513380000004-0-C-4505294,Agricultural
65132,51499.513380000004-0-C-4505295,Agricultural
65133,51499.51347-0-C-3000817,Domestic
65134,51499.51392-0-C-4401365,StockWatering
65135,51499.51416-0-C-3800968,Other
65136,51499.514189999994-0-C-4002515,StockWatering
65137,51499.51423-0-C-3105316,Domestic
65138,51499.51423-0-C-6801238,Domestic
65139,51499.51437-0-C-7201552,Other
65140,51499.51443-0-A-5603568,StockWatering
65141,51499.51454-0-C-3709039,Other
65142,51499.514689999996-0-C-5805058,Domestic
65143,51499.514910000005-0-C-5105505,Other
65144,51499.514910000005-0-C-5105506,Other
65145,51499.514910000005-0-C-5105507,Other
65146,51499.514989999996-0-A-4003725,StockWatering
65147,51499.514989999996-0-C-3807561,Other
65148,51499.514989999996-0-C-4002508,StockWatering
65149,51500.0-0-C-3100871,Agricultural
65150,51500.0-0-C-3100872,Agricultural
65151,51502,Agricultural
65152,515033,Domestic
65153,515049,Domestic
65154,515061,Domestic
65155,515065,Domestic
65156,51507,Domestic
65157,515073,Domestic
65158,51508,Domestic
65159,51508.0-0-A-2803602,Other
65160,51508.0-0-C-3806389,Agricultural
65161,515091,Other
65162,515092,Other
65163,515093,Other
65164,515094,Other
65165,515112,Domestic
65166,515136,Domestic
65167,515139,Domestic
65168,51514,Domestic
65169,515154,Domestic
65170,515181,Agricultural
65171,515185,Agricultural
65172,51519,Domestic
65173,515206,Domestic
65174,515207,Domestic
65175,515228,Domestic
65176,515291,Domestic
65177,515369,StockWatering
65178,515470,Domestic
65179,515472,Domestic
65180,51550.0-0-C-4401367,StockWatering
65181,51550.0-0-C-4401368,StockWatering
65182,51551,Domestic
65183,51552,Domestic
65184,51555,Domestic
65185,515580,Agricultural
65186,515633,Domestic
65187,51564.0-0-C-4401268,Agricultural
65188,51568,Domestic
65189,51569,Domestic
65190,515720,Domestic
65191,515728,Domestic
65192,51573,Domestic
65193,515741,StockWatering
65194,515765,Domestic
65195,515771,Agricultural
65196,515829,Agricultural
65197,51583,Domestic
65198,51585,Domestic
65199,515859,Other
65200,515861,Domestic
65201,515865,Domestic
65202,51588,Domestic
65203,515893,Other
65204,515894,Other
65205,515896,Other
65206,51590.0-0-C-4002512,Agricultural
65207,515901,Other
65208,515902,Other
65209,515912,Domestic
65210,515941,Domestic
65211,51596.0-0-C-5801682,Agricultural
65212,515971,Domestic
65213,515980,StockWatering
65214,51599,Agricultural
65215,516,Agricultural
65216,51600,Domestic
65217,516016,Domestic
65218,51602,Domestic
65219,516029,Domestic
65220,51603,Domestic
65221,51604.0-0-C-3801353,Agricultural
65222,51604.0-0-C-3801904,Agricultural
65223,516059,Domestic
65224,51607,Domestic
65225,516070,Domestic
65226,516180,Domestic
65227,51619.0-0-A-3803599,Wildlife
65228,51619.0-0-A-3804154,Wildlife
65229,51619.0-0-A-3807578,Other
65230,51619.0-0-A-3809165,Other
65231,51619.0-0-C-3800968,Wildlife
65232,51619.0-0-C-3806403,Agricultural
65233,51619.0-0-C-3806404,Agricultural
65234,51619.0-0-C-3806405,Agricultural
65235,51620.0-0-C-7800728,Agricultural
65236,516201,Agricultural
65237,516202,Agricultural
65238,516206,Domestic
65239,51621,Domestic
65240,51621.0-0-C-4101047,Agricultural
65241,516229,Domestic
65242,516278,Domestic
65243,51631.0-0-C-4400764,Other
65244,516321,Domestic
65245,51636,Agricultural
65246,516372,Domestic
65247,51640.0-0-A-4003736,Agricultural
65248,51640.0-0-A-4003737,Agricultural
65249,51640.0-0-A-4003738,Agricultural
65250,51640.0-0-A-4003739,Agricultural
65251,51640.0-0-A-4003740,Agricultural
65252,516405,Domestic
65253,51641.0-0-C-4500714,Agricultural
65254,516506,Domestic
65255,51651.0-0-C-3000812,Agricultural
65256,51651.0-0-C-4401374,Wildlife
65257,516513,Domestic
65258,51652,Domestic
65259,51652.0-0-C-7201586,Agricultural
65260,51654,Domestic
65261,51655.0-0-C-5801539,StockWatering
65262,516571,Commercial
65263,51660,Domestic
65264,51660.0-0-C-2900879,Agricultural
65265,51660.0-0-C-4401277,StockWatering
65266,51665.0-0-C-5200731,Agricultural
65267,51665.0-0-C-5200733,Agricultural
65268,51665.0-0-C-5300911,Agricultural
65269,516655,StockWatering
65270,516689,Domestic
65271,516700,StockWatering
65272,51674,Domestic
65273,516742,Domestic
65274,51675,Domestic
65275,516763,Other
65276,51678,Domestic
65277,516787,Other
65278,51680,Domestic
65279,51683.0-0-C-5401096,Domestic
65280,516832,Domestic
65281,51687.0-0-A-5603574,StockWatering
65282,516893,Agricultural
65283,51690.0-0-A-5603575,StockWatering
65284,516902,Domestic
65285,516906,Domestic
65286,51691.0-0-A-3404496,Agricultural
65287,51693,Domestic
65288,51694.0-0-A-5603576,StockWatering
65289,51695,Other
65290,516988,Agricultural
65291,516994,Domestic
65292,51700.0-0-A-5603577,StockWatering
65293,517005,Domestic
65294,517017,Domestic
65295,517022,Domestic
65296,51704.0-0-C-6001826,Municipal
65297,51705,Domestic
65298,517058,Agricultural
65299,51709.0-0-A-5603578,StockWatering
65300,51710,Domestic
65301,51711,Domestic
65302,51711.0-0-A-5603579,StockWatering
65303,51714,Domestic
65304,517165,Other
65305,51718,Agricultural
65306,517198,Agricultural
65307,517199,Agricultural
65308,51721,Domestic
65309,51721.0-0-A-7303614,StockWatering
65310,51721.0-0-A-7303615,StockWatering
65311,51721.0-0-C-2900540,Agricultural
65312,51721.0-0-C-2900991,Agricultural
65313,51722,Domestic
65314,51727.0-0-C-4002549,Domestic
65315,51728,Domestic
65316,51729,Domestic
65317,51730,Agricultural
65318,51731,Agricultural
65319,51731,Other
65320,51734.0-0-A-3701398,Other
65321,51734.0-0-C-3701220,Other
65322,51734.0-0-C-3701398,Other
65323,51738,Wildlife
65324,51738,Domestic
65325,517395,Agricultural
65326,51740.0-0-C-4002824,Agricultural
65327,51741.0-0-C-5901748,Agricultural
65328,51743.0-0-C-4002596,Agricultural
65329,51743.0-0-C-5401098,Domestic
65330,517430,Domestic
65331,51746.0-0-C-3400680,Agricultural
65332,51746.0-0-C-3400681,Agricultural
65333,51747.0-0-C-4002550,StockWatering
65334,517507,Domestic
65335,51751,Domestic
65336,51752,Domestic
65337,51754,Domestic
65338,517540,Domestic
65339,517549,Commercial
65340,51755,Domestic
65341,51757.0-0-C-3000816,Agricultural
65342,51759,Domestic
65343,517597,Agricultural
65344,51760.0-0-C-3607577,Other
65345,517602,Domestic
65346,51767,Domestic
65347,517694,Other
65348,517695,Domestic
65349,517708,StockWatering
65350,51772.0-0-C-3001498,Agricultural
65351,517724,Domestic
65352,51773.0-0-A-3607267,Domestic
65353,51773.0-0-A-3607269,Other
65354,51773.0-0-C-3607269,Other
65355,51773.0-0-C-3607585,Other
65356,517759,Domestic
65357,517798,Agricultural
65358,517844,Agricultural
65359,517845,Domestic
65360,51788,Domestic
65361,51789,Other
65362,51790.0-0-C-5801690,Agricultural
65363,51790.0-0-C-7200694,Agricultural
65364,51793,Domestic
65365,517967,Industrial
65366,517973,Domestic
65367,517974,Domestic
65368,517975,Domestic
65369,51799,Domestic
65370,51803.0-0-C-3607290,Other
65371,51806,Domestic
65372,518111,StockWatering
65373,51813,Domestic
65374,518144,Domestic
65375,518151,Recreation
65376,51818.0-0-C-5101001,Agricultural
65377,51819,Domestic
65378,51824.0-0-C-3005138,Domestic
65379,51824.0-0-C-3806650,Domestic
65380,51828,Domestic
65381,518314,Domestic
65382,518331,Domestic
65383,518334,Commercial
65384,51838.0-0-C-4305041,Domestic
65385,518420,Domestic
65386,518426,Industrial
65387,51844,Domestic
65388,51848,Domestic
65389,518512,StockWatering
65390,518515,Domestic
65391,51854,Domestic
65392,518544,Agricultural
65393,518570,Domestic
65394,518603,Other
65395,518604,Other
65396,518605,Other
65397,518606,Other
65398,518607,Other
65399,518608,Other
65400,518609,Other
65401,518610,Other
65402,518611,Other
65403,51863,Domestic
65404,51864,Domestic
65405,51864.0-0-A-3203789,StockWatering
65406,51864.0-0-C-3705206,Other
65407,51864.0-0-C-3705207,Other
65408,51864.0-0-C-3705208,Other
65409,51864.0-0-C-3705209,Other
65410,51864.0-0-C-3709041,Other
65411,51864.14731-0-C-6001562,Agricultural
65412,51864.14731-0-C-6001563,StockWatering
65413,51864.14731-0-C-6001564,StockWatering
65414,51864.20209-0-C-4001067,StockWatering
65415,51864.22726-0-C-3701238,Agricultural
65416,51864.23131-0-C-4002584,Agricultural
65417,51864.23921-0-C-4101023,StockWatering
65418,51864.23921-0-C-4101024,StockWatering
65419,51864.242889999994-0-C-6001554,Agricultural
65420,51864.27027-0-C-5901673,StockWatering
65421,51864.27485-0-A-6203920,StockWatering
65422,51864.27485-0-A-6203921,StockWatering
65423,51864.27485-0-A-6203922,StockWatering
65424,51864.27485-0-A-6203924,StockWatering
65425,51864.2791-0-C-4401393,Agricultural
65426,51864.28053-0-C-6001559,Agricultural
65427,51864.28641-0-A-6003683,StockWatering
65428,51864.28641-0-A-6003684,StockWatering
65429,51864.30041-0-C-4501100,Agricultural
65430,51864.30832-0-C-3905644,StockWatering
65431,51864.3278-0-A-5801729,Recreation
65432,51864.3278-0-C-5801728,Recreation
65433,51864.32993-0-C-6000550,Agricultural
65434,51864.330539999995-0-A-3804151,Other
65435,51864.330539999995-0-C-3801892,Other
65436,51864.33218-0-A-3403593,Agricultural
65437,51864.336019999995-0-C-6001541,Agricultural
65438,51864.3596-0-C-4301833,StockWatering
65439,51864.36159-0-C-3001512,Agricultural
65440,51864.36728-0-C-5401100,StockWatering
65441,51864.381669999995-0-C-5801718,StockWatering
65442,51864.381669999995-0-C-5801719,StockWatering
65443,51864.381669999995-0-C-5801720,StockWatering
65444,51864.381669999995-0-C-5801721,StockWatering
65445,51864.381669999995-0-C-5801722,StockWatering
65446,51864.388680000004-0-A-4404035,StockWatering
65447,51864.390810000004-0-C-5105518,Other
65448,51864.39963-0-A-5803614,StockWatering
65449,51864.40176-0-C-3400683,StockWatering
65450,51864.403289999995-0-A-4404036,StockWatering
65451,51864.40421-0-A-5803612,StockWatering
65452,51864.40421-0-A-5803613,StockWatering
65453,51864.407380000004-0-A-4404033,StockWatering
65454,51864.40755-0-A-4404032,StockWatering
65455,51864.4153-0-A-4404034,StockWatering
65456,51864.41534-0-C-5105421,Other
65457,51864.42155-0-C-3800798,Industrial
65458,51864.42155-0-C-3801501,Industrial
65459,51864.42155-0-C-3801968,Industrial
65460,51864.42547-0-C-3806648,Agricultural
65461,51864.43626-0-C-5901662,StockWatering
65462,51864.443289999996-0-C-4401394,StockWatering
65463,51864.443289999996-0-C-4401395,StockWatering
65464,51864.443289999996-0-C-4401396,StockWatering
65465,51864.4467-0-C-3701242,Agricultural
65466,51864.454410000006-0-C-3001502,Agricultural
65467,51864.45914-0-C-4002580,Agricultural
65468,51864.46386-0-C-6201897,Other
65469,51864.46538-0-C-6001540,Agricultural
65470,51864.46903-0-A-5803615,StockWatering
65471,51864.46932-0-C-3801234,Agricultural
65472,51864.46932-0-C-6801004,Agricultural
65473,51864.47554-0-C-3601108,Industrial
65474,51864.47558-0-C-4301836,Domestic
65475,51864.47847-0-A-4003745,Agricultural
65476,51864.47847-0-C-3300669,Agricultural
65477,51864.479680000004-0-C-3800798,Agricultural
65478,51864.479680000004-0-C-3801501,Agricultural
65479,51864.479680000004-0-C-3801968,Agricultural
65480,51864.48362-0-C-5801735,Recreation
65481,51864.48362-0-C-5801736,Recreation
65482,51864.48362-0-C-5801737,Recreation
65483,51864.48517-0-C-2801202,Domestic
65484,51864.487839999994-0-C-2800951,Domestic
65485,51864.490639999996-0-C-4003743,Agricultural
65486,51864.49494-0-C-3605285,Commercial
65487,51864.49673-0-C-4101019,Domestic
65488,51864.497639999994-0-C-3200882,Agricultural
65489,51864.49794-0-C-3100568,Agricultural
65490,51864.49808-0-C-5801821,Recreation
65491,51864.49825-0-C-5801713,StockWatering
65492,51864.501130000004-0-A-3605242,Other
65493,51864.501130000004-0-A-3605243,Other
65494,51864.501130000004-0-A-3607287,Other
65495,51864.501130000004-0-A-3609015,Other
65496,51864.501130000004-0-C-3605242,Other
65497,51864.501130000004-0-C-3605243,Other
65498,51864.501130000004-0-C-3607287,Other
65499,51864.501130000004-0-C-3609015,Other
65500,51864.50129-0-C-4401380,StockWatering
65501,51864.50129-0-C-4401381,StockWatering
65502,51864.50129-0-C-4401382,StockWatering
65503,51864.50129-0-C-4401383,StockWatering
65504,51864.50129-0-C-4401385,StockWatering
65505,51864.50129-0-C-4401386,StockWatering
65506,51864.50129-0-C-4401387,StockWatering
65507,51864.50129-0-C-4401388,StockWatering
65508,51864.50189-0-C-4002581,Agricultural
65509,51864.505560000005-0-C-7201034,Agricultural
65510,51864.5056-0-C-5701074,StockWatering
65511,51864.5056-0-C-5701075,StockWatering
65512,51864.5056-0-C-5701076,StockWatering
65513,51864.5056-0-C-5701077,StockWatering
65514,51864.505710000005-0-C-5701078,StockWatering
65515,51864.505710000005-0-C-5701079,StockWatering
65516,51864.505860000005-0-C-5801731,Recreation
65517,51864.505860000005-0-C-5801738,Recreation
65518,51864.50821-0-C-3700517,Agricultural
65519,51864.50821-0-C-3700686,Agricultural
65520,51864.50821-0-C-3700857,Agricultural
65521,51864.508480000004-0-C-3806371,Agricultural
65522,51864.50888-0-C-4101020,Agricultural
65523,51864.509210000004-0-C-5901663,Domestic
65524,51864.509210000004-0-C-5901671,Domestic
65525,51864.51149-0-C-4401389,StockWatering
65526,51864.51149-0-C-4401391,StockWatering
65527,51864.51194-0-A-3607143,Other
65528,51864.51286-0-C-5801705,StockWatering
65529,51864.51286-0-C-5801706,StockWatering
65530,51864.51286-0-C-5801707,StockWatering
65531,51864.51286-0-C-5801708,StockWatering
65532,51864.51286-0-C-5801709,StockWatering
65533,51864.51286-0-C-6201829,StockWatering
65534,51864.51286-0-C-6201830,StockWatering
65535,51864.51286-0-C-6201831,StockWatering
65536,51864.51371-0-C-7205172,StockWatering
65537,51864.51651-0-C-4400511,Agricultural
65538,51864.516939999994-0-C-4002585,Agricultural
65539,51864.51711-0-C-3200781,Agricultural
65540,51864.51711-0-C-3200893,Agricultural
65541,51864.51743-0-A-4404031,StockWatering
65542,51864.51852-0-C-3005137,Agricultural
65543,518658,Other
65544,518659,Other
65545,518660,Other
65546,518662,Industrial
65547,51870.0-0-C-3607607,Other
65548,51877,Agricultural
65549,51877,Domestic
65550,51877.0-0-C-3709027,Other
65551,518776,Other
65552,518777,Domestic
65553,51878,Domestic
65554,518790,Recreation
65555,518807,Domestic
65556,51881,Agricultural
65557,518848,Domestic
65558,518849,Domestic
65559,518870,Domestic
65560,518875,Domestic
65561,518886,Domestic
65562,51890,Domestic
65563,518950,Domestic
65564,518955,Domestic
65565,51896,Other
65566,518964,Domestic
65567,518969,Agricultural
65568,518972,Domestic
65569,518990,Domestic
65570,51902,Domestic
65571,519042,Domestic
65572,519067,Domestic
65573,51908.0-0-C-3900790,Agricultural
65574,51910,Other
65575,51911,Domestic
65576,51912,Domestic
65577,519122,Other
65578,519126,Domestic
65579,51914,Domestic
65580,519151,Domestic
65581,51916.0-0-A-5105421,Other
65582,51916.0-0-A-5105518,Other
65583,51916.0-0-A-5109035,Other
65584,51917,Domestic
65585,519184,Domestic
65586,51923.0-0-C-6801252,Domestic
65587,51924.0-0-C-6000537,Agricultural
65588,51925.0-0-C-3806652,Domestic
65589,51925.0-0-C-7201270,Agricultural
65590,519253,Agricultural
65591,51926.0-0-C-3200888,Agricultural
65592,519268,Domestic
65593,51927,Domestic
65594,51929.0-0-C-7202003,Other
65595,519292,Domestic
65596,51933,Domestic
65597,51937,Domestic
65598,51937.0-0-C-5901659,Domestic
65599,519379,Other
65600,519388,Domestic
65601,51939,Domestic
65602,519412,Domestic
65603,51947,Domestic
65604,51947.0-0-C-4002570,Agricultural
65605,519474,Domestic
65606,519485,Industrial
65607,51949,Domestic
65608,519499,Domestic
65609,519536,StockWatering
65610,51954.0-0-C-3705210,Industrial
65611,51954.0-0-C-3705211,Industrial
65612,51954.0-0-C-3707230,Industrial
65613,519543,Industrial
65614,51959,Domestic
65615,51961,Domestic
65616,51961.0-0-C-5801717,StockWatering
65617,51963.0-0-C-4002586,Agricultural
65618,519647,Domestic
65619,51965.0-0-C-3809163,Other
65620,519683,Domestic
65621,51969,Other
65622,519695,Domestic
65623,51970.0-0-C-4505076,Domestic
65624,51970.0-0-C-5801714,StockWatering
65625,51973.0-0-A-3809146,Other
65626,51975.0-0-C-4200779,Agricultural
65627,51975.0-0-C-5801716,StockWatering
65628,519757,Agricultural
65629,51976.0-0-C-5901660,Municipal
65630,519770,Agricultural
65631,51979.0-0-C-3801901,Other
65632,51980.0-0-C-5901675,StockWatering
65633,51980.0-0-C-5901676,StockWatering
65634,519837,StockWatering
65635,51986,Other
65636,51986.0-0-C-3200886,Agricultural
65637,51989.0-0-C-3709024,Other
65638,519907,Domestic
65639,51993.0-0-C-4701168,Other
65640,51993.0-0-C-4701174,Other
65641,519945,Domestic
65642,519947,Domestic
65643,51995.0-0-C-3801894,Agricultural
65644,519954,Domestic
65645,51998,Domestic
65646,51998.0-0-C-5305203,Domestic
65647,519982,Domestic
65648,519983,Domestic
65649,519989,Domestic
65650,52,Domestic
65651,520,Domestic
65652,520019,StockWatering
65653,520025,Domestic
65654,520052,Domestic
65655,52006.0-0-C-3806651,Municipal
65656,52006.0-0-C-6001566,Agricultural
65657,52006.0-0-C-6001567,Agricultural
65658,520105,StockWatering
65659,520106,Industrial
65660,520129,Other
65661,52013.0-0-C-3801441,Snow Making
65662,52013.0-0-C-3801442,Snow Making
65663,520132,Other
65664,520134,Other
65665,52015,Domestic
65666,52016.0-0-C-3001511,Agricultural
65667,52016.0-0-C-3001512,Agricultural
65668,52016.0-0-C-3001513,Agricultural
65669,52017.0-0-A-3807774,Other
65670,52017.0-0-A-3809155,Other
65671,520172,Domestic
65672,520251,StockWatering
65673,520284,StockWatering
65674,52031.0-0-C-5701072,StockWatering
65675,52032,Domestic
65676,52032.0-0-A-4404037,StockWatering
65677,52032.0-0-A-4404038,StockWatering
65678,52032.0-0-A-4404039,StockWatering
65679,52032.0-0-A-4404040,StockWatering
65680,52035,Domestic
65681,520438,StockWatering
65682,520439,StockWatering
65683,52047.0-0-C-3807569,Other
65684,52047.0-0-C-3809103,Other
65685,52048.0-0-C-6201543,Domestic
65686,520494,Agricultural
65687,52052.0-0-C-5701073,StockWatering
65688,520525,Domestic
65689,520534,Agricultural
65690,520547,Industrial
65691,520549,Industrial
65692,52055.0-0-C-3605508,Domestic
65693,52055.0-0-C-3605509,Domestic
65694,52055.0-0-C-3605510,Domestic
65695,52055.0-0-C-3605511,Domestic
65696,52055.0-0-C-3605512,Domestic
65697,52055.0-0-C-3605513,Domestic
65698,52055.0-0-C-6801248,Domestic
65699,520583,Domestic
65700,52059,Domestic
65701,52059.0-0-C-3105317,Domestic
65702,520603,Domestic
65703,52061.0-0-C-3100875,Agricultural
65704,52061.0-0-C-5801726,StockWatering
65705,52063.0-0-C-2800991,Domestic
65706,52066,Domestic
65707,52067.0-0-A-3601009,Municipal
65708,52067.0-0-A-3601093,Agricultural
65709,52067.0-0-A-3603542,Municipal
65710,52067.0-0-A-3603599,Municipal
65711,52067.0-0-A-3603624,Municipal
65712,52067.0-0-A-3603694,Snow Making
65713,52067.0-0-A-3607161,Other
65714,52067.0-0-A-3607284,Snow Making
65715,52067.0-0-A-3607721,Agricultural
65716,52067.0-0-A-3609013,Other
65717,52067.0-0-A-3609021,Snow Making
65718,52067.0-0-A-5101327,Snow Making
65719,52067.0-0-A-5109025,Other
65720,52067.0-0-C-3600908,Snow Making
65721,52067.0-0-C-3601092,Snow Making
65722,52067.0-0-C-3601126,Snow Making
65723,52067.0-0-C-3601127,Snow Making
65724,52067.0-0-C-3609013,Other
65725,52067.0-0-C-5101327,Snow Making
65726,52067.0-0-C-5109025,Other
65727,520674,Domestic
65728,520737,Domestic
65729,52074,Domestic
65730,52074,Agricultural
65731,520792,Other
65732,52081,Agricultural
65733,52081,Domestic
65734,520817,Domestic
65735,52082.0-0-C-6200573,Domestic
65736,52087,Domestic
65737,52087.0-0-C-5801727,StockWatering
65738,52088,Domestic
65739,520883,Domestic
65740,520884,Domestic
65741,520894,Domestic
65742,52093,Domestic
65743,520946,Other
65744,520947,Other
65745,520948,Other
65746,520949,Other
65747,520950,Other
65748,520951,Other
65749,520952,Other
65750,520953,Other
65751,520954,Other
65752,520955,Other
65753,520956,Other
65754,520957,Other
65755,520958,Other
65756,520998,Domestic
65757,521,Agricultural
65758,521,Industrial
65759,52100,Domestic
65760,521000,Domestic
65761,521005,Other
65762,521045,Domestic
65763,521056,Industrial
65764,52108,Domestic
65765,52110.0-0-C-5901665,Domestic
65766,521131,Domestic
65767,52114,Domestic
65768,52115,Other
65769,521156,Domestic
65770,521158,Domestic
65771,52117.0-0-A-3203790,Agricultural
65772,52118,Domestic
65773,521201,Domestic
65774,52123.0-0-C-3400684,Agricultural
65775,52123.0-0-C-3802026,Other
65776,52123.0-0-C-3802040,Other
65777,52124.0-0-C-4401448,Other
65778,52124.0-0-C-4401449,Other
65779,52124.0-0-C-4401450,Other
65780,52124.0-0-C-4401451,Other
65781,52124.0-0-C-4401452,Other
65782,52124.0-0-C-4401453,Other
65783,52124.0-0-C-4401454,Other
65784,52124.0-0-C-4401455,Other
65785,52124.0-0-C-4401456,Other
65786,52124.0-0-C-5601272,Other
65787,52139.0-0-C-5801725,Domestic
65788,521390,Domestic
65789,521417,Commercial
65790,521419,StockWatering
65791,52143,Domestic
65792,52143.0-0-A-3607295,Other
65793,52143.0-0-A-3609010,Other
65794,52143.0-0-C-3607295,Other
65795,52143.0-0-C-3609010,Other
65796,521430,Agricultural
65797,521433,Domestic
65798,521442,Domestic
65799,521499,Domestic
65800,521506,Domestic
65801,52152,Domestic
65802,52155.0-0-C-5905281,Domestic
65803,52155.0-0-C-5905282,Domestic
65804,521551,Domestic
65805,521617,Domestic
65806,521619,Domestic
65807,521628,Domestic
65808,521646,Domestic
65809,521658,Agricultural
65810,52166,Other
65811,521678,Agricultural
65812,52168,Agricultural
65813,52169.0-0-C-3701411,Agricultural
65814,521741,StockWatering
65815,52178.0-0-C-5901664,Other
65816,52178.0-0-C-6201536,Other
65817,52178.0-0-C-6201545,Other
65818,52178.0-0-C-6201546,Other
65819,521789,Domestic
65820,52182,Agricultural
65821,521835,Other
